Type_of_Event,Year_of_Death,Residence_or_Place_of_Death,County_of_Residence,Age,Veteran_Status,Total_Deaths,Last_Data_Refresh
Death,2021,Place of Residence,Colusa,40 - 44 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Colusa,40 - 44 years,Yes,0,06/10/2021
Death,2021,Place of Residence,Colusa,45 - 49 years,No,0,06/10/2021
Death,2021,Place of Residence,Colusa,45 - 49 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Colusa,45 - 49 years,Yes,0,06/10/2021
Death,2021,Place of Residence,Colusa,50 - 54 years,No,<11,06/10/2021
Death,2021,Place of Residence,Colusa,50 - 54 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Colusa,50 - 54 years,Yes,0,06/10/2021
Death,2021,Place of Residence,Colusa,55 - 59 years,No,<11,06/10/2021
Death,2021,Place of Residence,Colusa,55 - 59 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Colusa,55 - 59 years,Yes,0,06/10/2021
Death,2021,Place of Residence,Colusa,60 - 64 years,No,<11,06/10/2021
Death,2021,Place of Residence,Colusa,60 - 64 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Colusa,60 - 64 years,Yes,0,06/10/2021
Death,2021,Place of Residence,Colusa,65 - 69 years,No,<11,06/10/2021
Death,2021,Place of Residence,Colusa,65 - 69 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Colusa,65 - 69 years,Yes,0,06/10/2021
Death,2021,Place of Residence,Colusa,70 - 74 years,No,<11,06/10/2021
Death,2021,Place of Residence,Colusa,70 - 74 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Colusa,70 - 74 years,Yes,<11,06/10/2021
Death,2021,Place of Residence,Colusa,75 - 79 years,No,11,06/10/2021
Death,2021,Place of Residence,Colusa,75 - 79 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Colusa,75 - 79 years,Yes,<11,06/10/2021
Death,2021,Place of Residence,Colusa,80 - 84 years,No,<11,06/10/2021
Death,2021,Place of Residence,Colusa,80 - 84 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Colusa,80 - 84 years,Yes,<11,06/10/2021
Death,2021,Place of Residence,Colusa,85 - 89 years,No,<11,06/10/2021
Death,2021,Place of Residence,Colusa,85 - 89 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Colusa,85 - 89 years,Yes,<11,06/10/2021
Death,2021,Place of Residence,Colusa,90 - 94 years,No,<11,06/10/2021
Death,2021,Place of Residence,Colusa,90 - 94 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Colusa,90 - 94 years,Yes,<11,06/10/2021
Death,2021,Place of Residence,Colusa,95 - 99 years,No,<11,06/10/2021
Death,2021,Place of Residence,Colusa,95 - 99 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Colusa,95 - 99 years,Yes,<11,06/10/2021
Death,2021,Place of Residence,Colusa,100 years and over,No,<11,06/10/2021
Death,2021,Place of Residence,Colusa,100 years and over,Unknown,0,06/10/2021
Death,2021,Place of Residence,Colusa,100 years and over,Yes,<11,06/10/2021
Death,2021,Place of Residence,Contra Costa,Less than 1 year,No,13,06/10/2021
Death,2021,Place of Residence,Contra Costa,Less than 1 year,Unknown,0,06/10/2021
Death,2021,Place of Residence,Contra Costa,Less than 1 year,Yes,0,06/10/2021
Death,2021,Place of Residence,Contra Costa,1 - 4 years,No,<11,06/10/2021
Death,2021,Place of Residence,Contra Costa,1 - 4 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Contra Costa,1 - 4 years,Yes,0,06/10/2021
Death,2021,Place of Residence,Contra Costa,5 - 9 years,No,<11,06/10/2021
Death,2021,Place of Residence,Contra Costa,5 - 9 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Contra Costa,5 - 9 years,Yes,0,06/10/2021
Death,2021,Place of Residence,Contra Costa,10 - 14 years,No,<11,06/10/2021
Death,2021,Place of Residence,Contra Costa,10 - 14 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Contra Costa,10 - 14 years,Yes,0,06/10/2021
Death,2021,Place of Residence,Contra Costa,15 - 19 years,No,<11,06/10/2021
Death,2021,Place of Residence,Contra Costa,15 - 19 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Contra Costa,15 - 19 years,Yes,0,06/10/2021
Death,2021,Place of Residence,Contra Costa,20 - 24 years,No,25,06/10/2021
Death,2021,Place of Residence,Contra Costa,20 - 24 years,Unknown,<11,06/10/2021
Death,2021,Place of Residence,Contra Costa,20 - 24 years,Yes,0,06/10/2021
Death,2021,Place of Residence,Contra Costa,25 - 29 years,No,33,06/10/2021
Death,2021,Place of Residence,Contra Costa,25 - 29 years,Unknown,<11,06/10/2021
Death,2021,Place of Residence,Contra Costa,25 - 29 years,Yes,<11,06/10/2021
Death,2021,Place of Residence,Contra Costa,30 - 34 years,No,40,06/10/2021
Death,2021,Place of Residence,Contra Costa,30 - 34 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Contra Costa,30 - 34 years,Yes,<11,06/10/2021
Death,2021,Place of Residence,Contra Costa,35 - 39 years,No,45,06/10/2021
Death,2021,Place of Residence,Contra Costa,35 - 39 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Contra Costa,35 - 39 years,Yes,<11,06/10/2021
Death,2021,Place of Residence,Contra Costa,40 - 44 years,No,52,06/10/2021
Death,2021,Place of Residence,Contra Costa,40 - 44 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Contra Costa,40 - 44 years,Yes,0,06/10/2021
Death,2021,Place of Residence,Contra Costa,45 - 49 years,No,64,06/10/2021
Death,2021,Place of Residence,Contra Costa,45 - 49 years,Unknown,<11,06/10/2021
Death,2021,Place of Residence,Contra Costa,45 - 49 years,Yes,<11,06/10/2021
Death,2021,Place of Residence,Contra Costa,50 - 54 years,No,107,06/10/2021
Death,2021,Place of Residence,Contra Costa,50 - 54 years,Unknown,<11,06/10/2021
Death,2021,Place of Residence,Contra Costa,50 - 54 years,Yes,<11,06/10/2021
Death,2021,Place of Residence,Contra Costa,55 - 59 years,No,138,06/10/2021
Death,2021,Place of Residence,Contra Costa,55 - 59 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Contra Costa,55 - 59 years,Yes,12,06/10/2021
Death,2021,Place of Residence,Contra Costa,60 - 64 years,No,211,06/10/2021
Death,2021,Place of Residence,Contra Costa,60 - 64 years,Unknown,<11,06/10/2021
Death,2021,Place of Residence,Contra Costa,60 - 64 years,Yes,19,06/10/2021
Death,2021,Place of Residence,Contra Costa,65 - 69 years,No,217,06/10/2021
Death,2021,Place of Residence,Contra Costa,65 - 69 years,Unknown,<11,06/10/2021
Death,2021,Place of Residence,Contra Costa,65 - 69 years,Yes,18,06/10/2021
Death,2021,Place of Residence,Contra Costa,70 - 74 years,No,263,06/10/2021
Death,2021,Place of Residence,Contra Costa,70 - 74 years,Unknown,<11,06/10/2021
Death,2021,Place of Residence,Contra Costa,70 - 74 years,Yes,54,06/10/2021
Death,2021,Place of Residence,Contra Costa,75 - 79 years,No,296,06/10/2021
Death,2021,Place of Residence,Contra Costa,75 - 79 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Contra Costa,75 - 79 years,Yes,72,06/10/2021
Death,2021,Place of Residence,Contra Costa,80 - 84 years,No,299,06/10/2021
Death,2021,Place of Residence,Contra Costa,80 - 84 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Contra Costa,80 - 84 years,Yes,96,06/10/2021
Death,2021,Place of Residence,Contra Costa,85 - 89 years,No,330,06/10/2021
Death,2021,Place of Residence,Contra Costa,85 - 89 years,Unknown,<11,06/10/2021
Death,2021,Place of Residence,Contra Costa,85 - 89 years,Yes,118,06/10/2021
Death,2021,Place of Residence,Contra Costa,90 - 94 years,No,281,06/10/2021
Death,2021,Place of Residence,Contra Costa,90 - 94 years,Unknown,<11,06/10/2021
Death,2021,Place of Residence,Contra Costa,90 - 94 years,Yes,93,06/10/2021
Death,2021,Place of Residence,Contra Costa,95 - 99 years,No,170,06/10/2021
Death,2021,Place of Residence,Contra Costa,95 - 99 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Contra Costa,95 - 99 years,Yes,59,06/10/2021
Death,2021,Place of Residence,Contra Costa,100 years and over,No,43,06/10/2021
Death,2021,Place of Residence,Contra Costa,100 years and over,Unknown,0,06/10/2021
Death,2021,Place of Residence,Contra Costa,100 years and over,Yes,<11,06/10/2021
Death,2021,Place of Residence,Del Norte,Less than 1 year,No,0,06/10/2021
Death,2021,Place of Residence,Del Norte,Less than 1 year,Unknown,0,06/10/2021
Death,2021,Place of Residence,Del Norte,Less than 1 year,Yes,0,06/10/2021
Death,2021,Place of Residence,Del Norte,1 - 4 years,No,0,06/10/2021
Death,2021,Place of Residence,Del Norte,1 - 4 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Del Norte,1 - 4 years,Yes,0,06/10/2021
Death,2021,Place of Residence,Del Norte,5 - 9 years,No,0,06/10/2021
Death,2021,Place of Residence,Del Norte,5 - 9 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Del Norte,5 - 9 years,Yes,0,06/10/2021
Death,2021,Place of Residence,Del Norte,10 - 14 years,No,0,06/10/2021
Death,2021,Place of Residence,Del Norte,10 - 14 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Del Norte,10 - 14 years,Yes,0,06/10/2021
Death,2021,Place of Residence,Del Norte,15 - 19 years,No,0,06/10/2021
Death,2021,Place of Residence,Del Norte,15 - 19 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Del Norte,15 - 19 years,Yes,0,06/10/2021
Death,2021,Place of Residence,Del Norte,20 - 24 years,No,<11,06/10/2021
Death,2021,Place of Residence,Del Norte,20 - 24 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Del Norte,20 - 24 years,Yes,0,06/10/2021
Death,2021,Place of Residence,Del Norte,25 - 29 years,No,<11,06/10/2021
Death,2021,Place of Residence,Del Norte,25 - 29 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Del Norte,25 - 29 years,Yes,0,06/10/2021
Death,2021,Place of Residence,Del Norte,30 - 34 years,No,<11,06/10/2021
Death,2021,Place of Residence,Del Norte,30 - 34 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Del Norte,30 - 34 years,Yes,0,06/10/2021
Death,2021,Place of Residence,Del Norte,35 - 39 years,No,<11,06/10/2021
Death,2021,Place of Residence,Del Norte,35 - 39 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Del Norte,35 - 39 years,Yes,0,06/10/2021
Death,2021,Place of Residence,Del Norte,40 - 44 years,No,<11,06/10/2021
Death,2021,Place of Residence,Del Norte,40 - 44 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Del Norte,40 - 44 years,Yes,0,06/10/2021
Death,2021,Place of Residence,Del Norte,45 - 49 years,No,<11,06/10/2021
Death,2021,Place of Residence,Del Norte,45 - 49 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Del Norte,45 - 49 years,Yes,0,06/10/2021
Death,2021,Place of Residence,Del Norte,50 - 54 years,No,<11,06/10/2021
Death,2021,Place of Residence,Del Norte,50 - 54 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Del Norte,50 - 54 years,Yes,0,06/10/2021
Death,2021,Place of Residence,Del Norte,55 - 59 years,No,<11,06/10/2021
Death,2021,Place of Residence,Del Norte,55 - 59 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Del Norte,55 - 59 years,Yes,<11,06/10/2021
Death,2021,Place of Residence,Del Norte,60 - 64 years,No,14,06/10/2021
Death,2021,Place of Residence,Del Norte,60 - 64 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Del Norte,60 - 64 years,Yes,<11,06/10/2021
Death,2021,Place of Residence,Del Norte,65 - 69 years,No,<11,06/10/2021
Death,2021,Place of Residence,Del Norte,65 - 69 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Del Norte,65 - 69 years,Yes,0,06/10/2021
Death,2021,Place of Residence,Del Norte,70 - 74 years,No,11,06/10/2021
Death,2021,Place of Residence,Del Norte,70 - 74 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Del Norte,70 - 74 years,Yes,<11,06/10/2021
Death,2021,Place of Residence,Del Norte,75 - 79 years,No,<11,06/10/2021
Death,2021,Place of Residence,Del Norte,75 - 79 years,Unknown,<11,06/10/2021
Death,2021,Place of Residence,Del Norte,75 - 79 years,Yes,<11,06/10/2021
Death,2021,Place of Residence,Del Norte,80 - 84 years,No,<11,06/10/2021
Death,2021,Place of Residence,Del Norte,80 - 84 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Del Norte,80 - 84 years,Yes,<11,06/10/2021
Death,2021,Place of Residence,Del Norte,85 - 89 years,No,<11,06/10/2021
Death,2021,Place of Residence,Del Norte,85 - 89 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Del Norte,85 - 89 years,Yes,<11,06/10/2021
Death,2021,Place of Residence,Del Norte,90 - 94 years,No,<11,06/10/2021
Death,2021,Place of Residence,Del Norte,90 - 94 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Del Norte,90 - 94 years,Yes,<11,06/10/2021
Death,2021,Place of Residence,Del Norte,95 - 99 years,No,<11,06/10/2021
Death,2021,Place of Residence,Del Norte,95 - 99 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Del Norte,95 - 99 years,Yes,0,06/10/2021
Death,2021,Place of Residence,Del Norte,100 years and over,No,0,06/10/2021
Death,2021,Place of Residence,Del Norte,100 years and over,Unknown,0,06/10/2021
Death,2021,Place of Residence,Del Norte,100 years and over,Yes,0,06/10/2021
Death,2021,Place of Residence,El Dorado,Less than 1 year,No,<11,06/10/2021
Death,2021,Place of Residence,El Dorado,Less than 1 year,Unknown,0,06/10/2021
Death,2021,Place of Residence,El Dorado,Less than 1 year,Yes,0,06/10/2021
Death,2021,Place of Residence,El Dorado,1 - 4 years,No,<11,06/10/2021
Death,2021,Place of Residence,El Dorado,1 - 4 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,El Dorado,1 - 4 years,Yes,0,06/10/2021
Death,2021,Place of Residence,El Dorado,5 - 9 years,No,0,06/10/2021
Death,2021,Place of Residence,El Dorado,5 - 9 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,El Dorado,5 - 9 years,Yes,0,06/10/2021
Death,2021,Place of Residence,El Dorado,10 - 14 years,No,<11,06/10/2021
Death,2021,Place of Residence,El Dorado,10 - 14 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,El Dorado,10 - 14 years,Yes,0,06/10/2021
Death,2021,Place of Residence,El Dorado,15 - 19 years,No,<11,06/10/2021
Death,2021,Place of Residence,El Dorado,15 - 19 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,El Dorado,15 - 19 years,Yes,0,06/10/2021
Death,2021,Place of Residence,El Dorado,20 - 24 years,No,<11,06/10/2021
Death,2021,Place of Residence,El Dorado,20 - 24 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,El Dorado,20 - 24 years,Yes,0,06/10/2021
Death,2021,Place of Residence,El Dorado,25 - 29 years,No,<11,06/10/2021
Death,2021,Place of Residence,El Dorado,25 - 29 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,El Dorado,25 - 29 years,Yes,0,06/10/2021
Death,2021,Place of Residence,El Dorado,30 - 34 years,No,<11,06/10/2021
Death,2021,Place of Residence,El Dorado,30 - 34 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,El Dorado,30 - 34 years,Yes,0,06/10/2021
Death,2021,Place of Residence,El Dorado,35 - 39 years,No,<11,06/10/2021
Death,2021,Place of Residence,El Dorado,35 - 39 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,El Dorado,35 - 39 years,Yes,0,06/10/2021
Death,2021,Place of Residence,El Dorado,40 - 44 years,No,<11,06/10/2021
Death,2021,Place of Residence,El Dorado,40 - 44 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,El Dorado,40 - 44 years,Yes,<11,06/10/2021
Death,2021,Place of Residence,El Dorado,45 - 49 years,No,<11,06/10/2021
Death,2021,Place of Residence,El Dorado,45 - 49 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,El Dorado,45 - 49 years,Yes,<11,06/10/2021
Death,2021,Place of Residence,El Dorado,50 - 54 years,No,<11,06/10/2021
Death,2021,Place of Residence,El Dorado,50 - 54 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,El Dorado,50 - 54 years,Yes,0,06/10/2021
Death,2021,Place of Residence,El Dorado,55 - 59 years,No,22,06/10/2021
Death,2021,Place of Residence,El Dorado,55 - 59 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,El Dorado,55 - 59 years,Yes,<11,06/10/2021
Death,2021,Place of Residence,El Dorado,60 - 64 years,No,36,06/10/2021
Death,2021,Place of Residence,El Dorado,60 - 64 years,Unknown,<11,06/10/2021
Death,2021,Place of Residence,El Dorado,60 - 64 years,Yes,<11,06/10/2021
Death,2021,Place of Residence,El Dorado,65 - 69 years,No,46,06/10/2021
Death,2021,Place of Residence,El Dorado,65 - 69 years,Unknown,<11,06/10/2021
Death,2021,Place of Residence,El Dorado,65 - 69 years,Yes,<11,06/10/2021
Death,2021,Place of Residence,El Dorado,70 - 74 years,No,49,06/10/2021
Death,2021,Place of Residence,El Dorado,70 - 74 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,El Dorado,70 - 74 years,Yes,<11,06/10/2021
Death,2021,Place of Residence,El Dorado,75 - 79 years,No,61,06/10/2021
Death,2021,Place of Residence,El Dorado,75 - 79 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,El Dorado,75 - 79 years,Yes,23,06/10/2021
Death,2021,Place of Residence,El Dorado,80 - 84 years,No,59,06/10/2021
Death,2021,Place of Residence,El Dorado,80 - 84 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,El Dorado,80 - 84 years,Yes,18,06/10/2021
Death,2021,Place of Residence,El Dorado,85 - 89 years,No,52,06/10/2021
Death,2021,Place of Residence,El Dorado,85 - 89 years,Unknown,<11,06/10/2021
Death,2021,Place of Residence,El Dorado,85 - 89 years,Yes,29,06/10/2021
Death,2021,Place of Residence,El Dorado,90 - 94 years,No,49,06/10/2021
Death,2021,Place of Residence,El Dorado,90 - 94 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,El Dorado,90 - 94 years,Yes,23,06/10/2021
Death,2021,Place of Residence,El Dorado,95 - 99 years,No,38,06/10/2021
Death,2021,Place of Residence,El Dorado,95 - 99 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,El Dorado,95 - 99 years,Yes,13,06/10/2021
Death,2021,Place of Residence,El Dorado,100 years and over,No,<11,06/10/2021
Death,2021,Place of Residence,El Dorado,100 years and over,Unknown,0,06/10/2021
Death,2021,Place of Residence,El Dorado,100 years and over,Yes,<11,06/10/2021
Death,2021,Place of Residence,Fresno,Less than 1 year,No,24,06/10/2021
Death,2021,Place of Residence,Fresno,Less than 1 year,Unknown,0,06/10/2021
Death,2021,Place of Residence,Fresno,Less than 1 year,Yes,0,06/10/2021
Death,2021,Place of Residence,Fresno,1 - 4 years,No,<11,06/10/2021
Death,2021,Place of Residence,Fresno,1 - 4 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Fresno,1 - 4 years,Yes,0,06/10/2021
Death,2021,Place of Residence,Fresno,5 - 9 years,No,<11,06/10/2021
Death,2021,Place of Residence,Fresno,5 - 9 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Fresno,5 - 9 years,Yes,0,06/10/2021
Death,2021,Place of Residence,Fresno,10 - 14 years,No,<11,06/10/2021
Death,2021,Place of Residence,Fresno,10 - 14 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Fresno,10 - 14 years,Yes,0,06/10/2021
Death,2021,Place of Residence,Fresno,15 - 19 years,No,14,06/10/2021
Death,2021,Place of Residence,Fresno,15 - 19 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Fresno,15 - 19 years,Yes,0,06/10/2021
Death,2021,Place of Residence,Fresno,20 - 24 years,No,31,06/10/2021
Death,2021,Place of Residence,Fresno,20 - 24 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Fresno,20 - 24 years,Yes,0,06/10/2021
Death,2021,Place of Residence,Fresno,25 - 29 years,No,37,06/10/2021
Death,2021,Place of Residence,Fresno,25 - 29 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Fresno,25 - 29 years,Yes,0,06/10/2021
Death,2021,Place of Residence,Fresno,30 - 34 years,No,55,06/10/2021
Death,2021,Place of Residence,Fresno,30 - 34 years,Unknown,<11,06/10/2021
Death,2021,Place of Residence,Fresno,30 - 34 years,Yes,0,06/10/2021
Death,2021,Place of Residence,Fresno,35 - 39 years,No,68,06/10/2021
Death,2021,Place of Residence,Fresno,35 - 39 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Fresno,35 - 39 years,Yes,<11,06/10/2021
Death,2021,Place of Residence,Fresno,40 - 44 years,No,72,06/10/2021
Death,2021,Place of Residence,Fresno,40 - 44 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Fresno,40 - 44 years,Yes,<11,06/10/2021
Death,2021,Place of Residence,Fresno,45 - 49 years,No,97,06/10/2021
Death,2021,Place of Residence,Fresno,45 - 49 years,Unknown,0,06/10/2021
Death,2021,Place of Residence,Fresno,45 - 49 years,Yes,<11,06/10/2021
Death,2021,Place of Residence,Fresno,50 - 54 years,No,139,06/10/2021
