Year_of_Death,County_of_Residence,Age,Education_Level,Total_Deaths_Education
2021,Butte,85 - 89 years,Bachelor's Degree,10
2021,Butte,85 - 89 years,Graduate Degree,10
2021,Butte,85 - 89 years,Unknown,10
2021,Butte,90 - 94 years,Less than High School,17
2021,Butte,90 - 94 years,High School Graduate or GED Completed,47
2021,Butte,90 - 94 years,"Some College Credit, No 4-Year Degree",22
2021,Butte,90 - 94 years,Bachelor's Degree,10
2021,Butte,90 - 94 years,Graduate Degree,10
2021,Butte,90 - 94 years,Unknown,10
2021,Butte,95 - 99 years,Less than High School,10
2021,Butte,95 - 99 years,High School Graduate or GED Completed,24
2021,Butte,95 - 99 years,"Some College Credit, No 4-Year Degree",10
2021,Butte,95 - 99 years,Bachelor's Degree,10
2021,Butte,95 - 99 years,Graduate Degree,10
2021,Butte,95 - 99 years,Unknown,0
2021,Butte,100 years and over,Less than High School,10
2021,Butte,100 years and over,High School Graduate or GED Completed,10
2021,Butte,100 years and over,"Some College Credit, No 4-Year Degree",10
2021,Butte,100 years and over,Bachelor's Degree,10
2021,Butte,100 years and over,Graduate Degree,0
2021,Butte,100 years and over,Unknown,0
2021,Calaveras,Less than 1 year,Less than High School,0
2021,Calaveras,Less than 1 year,High School Graduate or GED Completed,0
2021,Calaveras,Less than 1 year,"Some College Credit, No 4-Year Degree",0
2021,Calaveras,Less than 1 year,Bachelor's Degree,0
2021,Calaveras,Less than 1 year,Graduate Degree,0
2021,Calaveras,Less than 1 year,Unknown,0
2021,Calaveras,1 - 4 years,Less than High School,0
2021,Calaveras,1 - 4 years,High School Graduate or GED Completed,0
2021,Calaveras,1 - 4 years,"Some College Credit, No 4-Year Degree",0
2021,Calaveras,1 - 4 years,Bachelor's Degree,0
2021,Calaveras,1 - 4 years,Graduate Degree,0
2021,Calaveras,1 - 4 years,Unknown,0
2021,Calaveras,5 - 9 years,Less than High School,0
2021,Calaveras,5 - 9 years,High School Graduate or GED Completed,0
2021,Calaveras,5 - 9 years,"Some College Credit, No 4-Year Degree",0
2021,Calaveras,5 - 9 years,Bachelor's Degree,0
2021,Calaveras,5 - 9 years,Graduate Degree,0
2021,Calaveras,5 - 9 years,Unknown,0
2021,Calaveras,10 - 14 years,Less than High School,0
2021,Calaveras,10 - 14 years,High School Graduate or GED Completed,0
2021,Calaveras,10 - 14 years,"Some College Credit, No 4-Year Degree",0
2021,Calaveras,10 - 14 years,Bachelor's Degree,0
2021,Calaveras,10 - 14 years,Graduate Degree,0
2021,Calaveras,10 - 14 years,Unknown,0
2021,Calaveras,15 - 19 years,Less than High School,0
2021,Calaveras,15 - 19 years,High School Graduate or GED Completed,0
2021,Calaveras,15 - 19 years,"Some College Credit, No 4-Year Degree",0
2021,Calaveras,15 - 19 years,Bachelor's Degree,0
2021,Calaveras,15 - 19 years,Graduate Degree,0
2021,Calaveras,15 - 19 years,Unknown,0
2021,Calaveras,20 - 24 years,Less than High School,10
2021,Calaveras,20 - 24 years,High School Graduate or GED Completed,10
2021,Calaveras,20 - 24 years,"Some College Credit, No 4-Year Degree",10
2021,Calaveras,20 - 24 years,Bachelor's Degree,0
2021,Calaveras,20 - 24 years,Graduate Degree,0
2021,Calaveras,20 - 24 years,Unknown,0
2021,Calaveras,25 - 29 years,Less than High School,0
2021,Calaveras,25 - 29 years,High School Graduate or GED Completed,10
2021,Calaveras,25 - 29 years,"Some College Credit, No 4-Year Degree",0
2021,Calaveras,25 - 29 years,Bachelor's Degree,10
2021,Calaveras,25 - 29 years,Graduate Degree,10
2021,Calaveras,25 - 29 years,Unknown,0
2021,Calaveras,30 - 34 years,Less than High School,0
2021,Calaveras,30 - 34 years,High School Graduate or GED Completed,10
2021,Calaveras,30 - 34 years,"Some College Credit, No 4-Year Degree",0
2021,Calaveras,30 - 34 years,Bachelor's Degree,0
2021,Calaveras,30 - 34 years,Graduate Degree,0
2021,Calaveras,30 - 34 years,Unknown,10
2021,Calaveras,35 - 39 years,Less than High School,0
2021,Calaveras,35 - 39 years,High School Graduate or GED Completed,10
2021,Calaveras,35 - 39 years,"Some College Credit, No 4-Year Degree",10
2021,Calaveras,35 - 39 years,Bachelor's Degree,0
2021,Calaveras,35 - 39 years,Graduate Degree,0
2021,Calaveras,35 - 39 years,Unknown,0
2021,Calaveras,40 - 44 years,Less than High School,0
2021,Calaveras,40 - 44 years,High School Graduate or GED Completed,0
2021,Calaveras,40 - 44 years,"Some College Credit, No 4-Year Degree",0
2021,Calaveras,40 - 44 years,Bachelor's Degree,0
2021,Calaveras,40 - 44 years,Graduate Degree,0
2021,Calaveras,40 - 44 years,Unknown,0
2021,Calaveras,45 - 49 years,Less than High School,0
2021,Calaveras,45 - 49 years,High School Graduate or GED Completed,10
2021,Calaveras,45 - 49 years,"Some College Credit, No 4-Year Degree",0
2021,Calaveras,45 - 49 years,Bachelor's Degree,0
2021,Calaveras,45 - 49 years,Graduate Degree,0
2021,Calaveras,45 - 49 years,Unknown,0
2021,Calaveras,50 - 54 years,Less than High School,10
2021,Calaveras,50 - 54 years,High School Graduate or GED Completed,10
2021,Calaveras,50 - 54 years,"Some College Credit, No 4-Year Degree",10
2021,Calaveras,50 - 54 years,Bachelor's Degree,0
2021,Calaveras,50 - 54 years,Graduate Degree,0
2021,Calaveras,50 - 54 years,Unknown,0
2021,Calaveras,55 - 59 years,Less than High School,10
2021,Calaveras,55 - 59 years,High School Graduate or GED Completed,10
2021,Calaveras,55 - 59 years,"Some College Credit, No 4-Year Degree",10
2021,Calaveras,55 - 59 years,Bachelor's Degree,0
2021,Calaveras,55 - 59 years,Graduate Degree,10
2021,Calaveras,55 - 59 years,Unknown,0
2021,Calaveras,60 - 64 years,Less than High School,10
2021,Calaveras,60 - 64 years,High School Graduate or GED Completed,13
2021,Calaveras,60 - 64 years,"Some College Credit, No 4-Year Degree",10
2021,Calaveras,60 - 64 years,Bachelor's Degree,0
2021,Calaveras,60 - 64 years,Graduate Degree,0
2021,Calaveras,60 - 64 years,Unknown,10
2021,Calaveras,65 - 69 years,Less than High School,10
2021,Calaveras,65 - 69 years,High School Graduate or GED Completed,10
2021,Calaveras,65 - 69 years,"Some College Credit, No 4-Year Degree",10
2021,Calaveras,65 - 69 years,Bachelor's Degree,10
2021,Calaveras,65 - 69 years,Graduate Degree,10
2021,Calaveras,65 - 69 years,Unknown,10
2021,Calaveras,70 - 74 years,Less than High School,10
2021,Calaveras,70 - 74 years,High School Graduate or GED Completed,10
2021,Calaveras,70 - 74 years,"Some College Credit, No 4-Year Degree",10
2021,Calaveras,70 - 74 years,Bachelor's Degree,10
2021,Calaveras,70 - 74 years,Graduate Degree,10
2021,Calaveras,70 - 74 years,Unknown,10
2021,Calaveras,75 - 79 years,Less than High School,10
2021,Calaveras,75 - 79 years,High School Graduate or GED Completed,10
2021,Calaveras,75 - 79 years,"Some College Credit, No 4-Year Degree",12
2021,Calaveras,75 - 79 years,Bachelor's Degree,10
2021,Calaveras,75 - 79 years,Graduate Degree,10
2021,Calaveras,75 - 79 years,Unknown,10
2021,Calaveras,80 - 84 years,Less than High School,10
2021,Calaveras,80 - 84 years,High School Graduate or GED Completed,10
2021,Calaveras,80 - 84 years,"Some College Credit, No 4-Year Degree",10
2021,Calaveras,80 - 84 years,Bachelor's Degree,10
2021,Calaveras,80 - 84 years,Graduate Degree,10
2021,Calaveras,80 - 84 years,Unknown,0
2021,Calaveras,85 - 89 years,Less than High School,10
2021,Calaveras,85 - 89 years,High School Graduate or GED Completed,10
2021,Calaveras,85 - 89 years,"Some College Credit, No 4-Year Degree",10
2021,Calaveras,85 - 89 years,Bachelor's Degree,10
2021,Calaveras,85 - 89 years,Graduate Degree,10
2021,Calaveras,85 - 89 years,Unknown,0
2021,Calaveras,90 - 94 years,Less than High School,10
2021,Calaveras,90 - 94 years,High School Graduate or GED Completed,10
2021,Calaveras,90 - 94 years,"Some College Credit, No 4-Year Degree",10
2021,Calaveras,90 - 94 years,Bachelor's Degree,10
2021,Calaveras,90 - 94 years,Graduate Degree,10
2021,Calaveras,90 - 94 years,Unknown,0
2021,Calaveras,95 - 99 years,Less than High School,0
2021,Calaveras,95 - 99 years,High School Graduate or GED Completed,10
2021,Calaveras,95 - 99 years,"Some College Credit, No 4-Year Degree",10
2021,Calaveras,95 - 99 years,Bachelor's Degree,0
2021,Calaveras,95 - 99 years,Graduate Degree,10
2021,Calaveras,95 - 99 years,Unknown,0
2021,Calaveras,100 years and over,Less than High School,0
2021,Calaveras,100 years and over,High School Graduate or GED Completed,10
2021,Calaveras,100 years and over,"Some College Credit, No 4-Year Degree",0
2021,Calaveras,100 years and over,Bachelor's Degree,10
2021,Calaveras,100 years and over,Graduate Degree,0
2021,Calaveras,100 years and over,Unknown,0
2021,Colusa,Less than 1 year,Less than High School,10
2021,Colusa,Less than 1 year,High School Graduate or GED Completed,0
2021,Colusa,Less than 1 year,"Some College Credit, No 4-Year Degree",0
2021,Colusa,Less than 1 year,Bachelor's Degree,0
2021,Colusa,Less than 1 year,Graduate Degree,0
2021,Colusa,Less than 1 year,Unknown,0
2021,Colusa,1 - 4 years,Less than High School,0
2021,Colusa,1 - 4 years,High School Graduate or GED Completed,0
2021,Colusa,1 - 4 years,"Some College Credit, No 4-Year Degree",0
2021,Colusa,1 - 4 years,Bachelor's Degree,0
2021,Colusa,1 - 4 years,Graduate Degree,0
2021,Colusa,1 - 4 years,Unknown,0
2021,Colusa,5 - 9 years,Less than High School,0
2021,Colusa,5 - 9 years,High School Graduate or GED Completed,0
2021,Colusa,5 - 9 years,"Some College Credit, No 4-Year Degree",0
2021,Colusa,5 - 9 years,Bachelor's Degree,0
2021,Colusa,5 - 9 years,Graduate Degree,0
2021,Colusa,5 - 9 years,Unknown,0
2021,Colusa,10 - 14 years,Less than High School,0
2021,Colusa,10 - 14 years,High School Graduate or GED Completed,0
2021,Colusa,10 - 14 years,"Some College Credit, No 4-Year Degree",0
2021,Colusa,10 - 14 years,Bachelor's Degree,0
2021,Colusa,10 - 14 years,Graduate Degree,0
2021,Colusa,10 - 14 years,Unknown,0
2021,Colusa,15 - 19 years,Less than High School,0
2021,Colusa,15 - 19 years,High School Graduate or GED Completed,0
2021,Colusa,15 - 19 years,"Some College Credit, No 4-Year Degree",0
2021,Colusa,15 - 19 years,Bachelor's Degree,0
2021,Colusa,15 - 19 years,Graduate Degree,0
2021,Colusa,15 - 19 years,Unknown,0
2021,Colusa,20 - 24 years,Less than High School,0
2021,Colusa,20 - 24 years,High School Graduate or GED Completed,0
2021,Colusa,20 - 24 years,"Some College Credit, No 4-Year Degree",0
2021,Colusa,20 - 24 years,Bachelor's Degree,0
2021,Colusa,20 - 24 years,Graduate Degree,0
2021,Colusa,20 - 24 years,Unknown,0
2021,Colusa,25 - 29 years,Less than High School,0
2021,Colusa,25 - 29 years,High School Graduate or GED Completed,0
2021,Colusa,25 - 29 years,"Some College Credit, No 4-Year Degree",0
2021,Colusa,25 - 29 years,Bachelor's Degree,0
2021,Colusa,25 - 29 years,Graduate Degree,0
2021,Colusa,25 - 29 years,Unknown,0
2021,Colusa,30 - 34 years,Less than High School,0
2021,Colusa,30 - 34 years,High School Graduate or GED Completed,0
2021,Colusa,30 - 34 years,"Some College Credit, No 4-Year Degree",0
2021,Colusa,30 - 34 years,Bachelor's Degree,0
2021,Colusa,30 - 34 years,Graduate Degree,0
2021,Colusa,30 - 34 years,Unknown,0
2021,Colusa,35 - 39 years,Less than High School,0
2021,Colusa,35 - 39 years,High School Graduate or GED Completed,0
2021,Colusa,35 - 39 years,"Some College Credit, No 4-Year Degree",10
2021,Colusa,35 - 39 years,Bachelor's Degree,0
2021,Colusa,35 - 39 years,Graduate Degree,0
2021,Colusa,35 - 39 years,Unknown,0
2021,Colusa,40 - 44 years,Less than High School,0
2021,Colusa,40 - 44 years,High School Graduate or GED Completed,10
2021,Colusa,40 - 44 years,"Some College Credit, No 4-Year Degree",0
2021,Colusa,40 - 44 years,Bachelor's Degree,0
2021,Colusa,40 - 44 years,Graduate Degree,0
2021,Colusa,40 - 44 years,Unknown,0
2021,Colusa,45 - 49 years,Less than High School,0
2021,Colusa,45 - 49 years,High School Graduate or GED Completed,0
2021,Colusa,45 - 49 years,"Some College Credit, No 4-Year Degree",0
2021,Colusa,45 - 49 years,Bachelor's Degree,0
2021,Colusa,45 - 49 years,Graduate Degree,0
2021,Colusa,45 - 49 years,Unknown,0
2021,Colusa,50 - 54 years,Less than High School,0
2021,Colusa,50 - 54 years,High School Graduate or GED Completed,10
2021,Colusa,50 - 54 years,"Some College Credit, No 4-Year Degree",0
2021,Colusa,50 - 54 years,Bachelor's Degree,0
2021,Colusa,50 - 54 years,Graduate Degree,0
2021,Colusa,50 - 54 years,Unknown,0
2021,Colusa,55 - 59 years,Less than High School,10
2021,Colusa,55 - 59 years,High School Graduate or GED Completed,10
2021,Colusa,55 - 59 years,"Some College Credit, No 4-Year Degree",0
2021,Colusa,55 - 59 years,Bachelor's Degree,0
2021,Colusa,55 - 59 years,Graduate Degree,0
2021,Colusa,55 - 59 years,Unknown,0
2021,Colusa,60 - 64 years,Less than High School,10
2021,Colusa,60 - 64 years,High School Graduate or GED Completed,10
2021,Colusa,60 - 64 years,"Some College Credit, No 4-Year Degree",10
2021,Colusa,60 - 64 years,Bachelor's Degree,10
2021,Colusa,60 - 64 years,Graduate Degree,0
2021,Colusa,60 - 64 years,Unknown,0
2021,Colusa,65 - 69 years,Less than High School,10
2021,Colusa,65 - 69 years,High School Graduate or GED Completed,10
2021,Colusa,65 - 69 years,"Some College Credit, No 4-Year Degree",10
2021,Colusa,65 - 69 years,Bachelor's Degree,0
2021,Colusa,65 - 69 years,Graduate Degree,0
2021,Colusa,65 - 69 years,Unknown,0
2021,Colusa,70 - 74 years,Less than High School,10
2021,Colusa,70 - 74 years,High School Graduate or GED Completed,10
2021,Colusa,70 - 74 years,"Some College Credit, No 4-Year Degree",0
2021,Colusa,70 - 74 years,Bachelor's Degree,10
2021,Colusa,70 - 74 years,Graduate Degree,10
2021,Colusa,70 - 74 years,Unknown,0
2021,Colusa,75 - 79 years,Less than High School,10
2021,Colusa,75 - 79 years,High School Graduate or GED Completed,10
2021,Colusa,75 - 79 years,"Some College Credit, No 4-Year Degree",10
2021,Colusa,75 - 79 years,Bachelor's Degree,10
2021,Colusa,75 - 79 years,Graduate Degree,0
2021,Colusa,75 - 79 years,Unknown,10
2021,Colusa,80 - 84 years,Less than High School,10
2021,Colusa,80 - 84 years,High School Graduate or GED Completed,10
2021,Colusa,80 - 84 years,"Some College Credit, No 4-Year Degree",10
2021,Colusa,80 - 84 years,Bachelor's Degree,10
2021,Colusa,80 - 84 years,Graduate Degree,10
2021,Colusa,80 - 84 years,Unknown,0
2021,Colusa,85 - 89 years,Less than High School,10
2021,Colusa,85 - 89 years,High School Graduate or GED Completed,10
2021,Colusa,85 - 89 years,"Some College Credit, No 4-Year Degree",0
2021,Colusa,85 - 89 years,Bachelor's Degree,10
2021,Colusa,85 - 89 years,Graduate Degree,0
2021,Colusa,85 - 89 years,Unknown,0
2021,Colusa,90 - 94 years,Less than High School,10
2021,Colusa,90 - 94 years,High School Graduate or GED Completed,10
2021,Colusa,90 - 94 years,"Some College Credit, No 4-Year Degree",0
2021,Colusa,90 - 94 years,Bachelor's Degree,0
2021,Colusa,90 - 94 years,Graduate Degree,0
2021,Colusa,90 - 94 years,Unknown,0
2021,Colusa,95 - 99 years,Less than High School,10
2021,Colusa,95 - 99 years,High School Graduate or GED Completed,10
2021,Colusa,95 - 99 years,"Some College Credit, No 4-Year Degree",10
2021,Colusa,95 - 99 years,Bachelor's Degree,10
2021,Colusa,95 - 99 years,Graduate Degree,0
2021,Colusa,95 - 99 years,Unknown,0
2021,Colusa,100 years and over,Less than High School,10
2021,Colusa,100 years and over,High School Graduate or GED Completed,10
2021,Colusa,100 years and over,"Some College Credit, No 4-Year Degree",0
2021,Colusa,100 years and over,Bachelor's Degree,0
2021,Colusa,100 years and over,Graduate Degree,0
2021,Colusa,100 years and over,Unknown,0
2021,Contra Costa,Less than 1 year,Less than High School,13
2021,Contra Costa,Less than 1 year,High School Graduate or GED Completed,0
2021,Contra Costa,Less than 1 year,"Some College Credit, No 4-Year Degree",0
2021,Contra Costa,Less than 1 year,Bachelor's Degree,0
2021,Contra Costa,Less than 1 year,Graduate Degree,0
2021,Contra Costa,Less than 1 year,Unknown,0
2021,Contra Costa,1 - 4 years,Less than High School,10
2021,Contra Costa,1 - 4 years,High School Graduate or GED Completed,0
2021,Contra Costa,1 - 4 years,"Some College Credit, No 4-Year Degree",0
2021,Contra Costa,1 - 4 years,Bachelor's Degree,0
2021,Contra Costa,1 - 4 years,Graduate Degree,0
2021,Contra Costa,1 - 4 years,Unknown,0
2021,Contra Costa,5 - 9 years,Less than High School,10
2021,Contra Costa,5 - 9 years,High School Graduate or GED Completed,0
2021,Contra Costa,5 - 9 years,"Some College Credit, No 4-Year Degree",0
2021,Contra Costa,5 - 9 years,Bachelor's Degree,0
2021,Contra Costa,5 - 9 years,Graduate Degree,0
2021,Contra Costa,5 - 9 years,Unknown,0
2021,Contra Costa,10 - 14 years,Less than High School,10
2021,Contra Costa,10 - 14 years,High School Graduate or GED Completed,0
2021,Contra Costa,10 - 14 years,"Some College Credit, No 4-Year Degree",0
2021,Contra Costa,10 - 14 years,Bachelor's Degree,0
2021,Contra Costa,10 - 14 years,Graduate Degree,0
2021,Contra Costa,10 - 14 years,Unknown,0
2021,Contra Costa,15 - 19 years,Less than High School,10
2021,Contra Costa,15 - 19 years,High School Graduate or GED Completed,10
2021,Contra Costa,15 - 19 years,"Some College Credit, No 4-Year Degree",10
2021,Contra Costa,15 - 19 years,Bachelor's Degree,0
2021,Contra Costa,15 - 19 years,Graduate Degree,0
2021,Contra Costa,15 - 19 years,Unknown,0
2021,Contra Costa,20 - 24 years,Less than High School,10
2021,Contra Costa,20 - 24 years,High School Graduate or GED Completed,14
2021,Contra Costa,20 - 24 years,"Some College Credit, No 4-Year Degree",10
2021,Contra Costa,20 - 24 years,Bachelor's Degree,10
2021,Contra Costa,20 - 24 years,Graduate Degree,0
2021,Contra Costa,20 - 24 years,Unknown,10
2021,Contra Costa,25 - 29 years,Less than High School,10
2021,Contra Costa,25 - 29 years,High School Graduate or GED Completed,18
2021,Contra Costa,25 - 29 years,"Some College Credit, No 4-Year Degree",10
2021,Contra Costa,25 - 29 years,Bachelor's Degree,10
2021,Contra Costa,25 - 29 years,Graduate Degree,0
2021,Contra Costa,25 - 29 years,Unknown,10
2021,Contra Costa,30 - 34 years,Less than High School,10
2021,Contra Costa,30 - 34 years,High School Graduate or GED Completed,23
2021,Contra Costa,30 - 34 years,"Some College Credit, No 4-Year Degree",10
2021,Contra Costa,30 - 34 years,Bachelor's Degree,10
2021,Contra Costa,30 - 34 years,Graduate Degree,10
2021,Contra Costa,30 - 34 years,Unknown,0
2021,Contra Costa,35 - 39 years,Less than High School,10
2021,Contra Costa,35 - 39 years,High School Graduate or GED Completed,15
2021,Contra Costa,35 - 39 years,"Some College Credit, No 4-Year Degree",15
2021,Contra Costa,35 - 39 years,Bachelor's Degree,10
2021,Contra Costa,35 - 39 years,Graduate Degree,10
2021,Contra Costa,35 - 39 years,Unknown,0
